SID	tg_lbp1	tg_lbp2	tg_lbp3	tg_lbp4	tg_lbp5	tg_hog1	tg_hog2	tg_hog3	tg_hog4	tg_hog5	tg_contrast	tg_dissimilarity	tg_homogeneity	tg_energy	tg_correlation	tg_entropy
TE0004106	31798	14428	25909	16660	40422	243263	23510	458	49	20	80.40841108	2.21989266	0.670750526	0.423678854	0.936955748	6.605335949
TE0004107	53086	30913	47182	36430	73129	383823	35519	738	52	15	79.20833357	2.57670199	0.570454834	0.32184346	0.961757998	6.984010767
TE0004108	47254	16189	32194	20037	68926	310874	30454	499	60	14	69.03620793	1.990704768	0.674813182	0.359701177	0.954094518	6.815533856
TE0004109	48464	24498	37827	27566	55912	318022	26498	482	43	15	52.66837573	2.398406375	0.565798054	0.342492832	0.920403659	5.971040263
TE0004110	60523	27856	46851	31467	69147	374912	32850	502	45	12	65.23514721	2.649825875	0.539335072	0.311160543	0.94080955	6.451441666
TE0004111	26318	15593	22075	17461	35943	190130	17161	427	36	11	42.75937908	2.02969038	0.599648838	0.342175073	0.952322519	6.600033225
TE0004112	19944	8360	14574	11695	30708	150549	13459	390	20	12	54.92179063	1.694214876	0.69265268	0.413311192	0.945861089	6.755563427
TE0004113	38921	14861	26566	18432	58047	254062	23244	624	46	16	53.85142642	1.80415567	0.667645963	0.342324121	0.951866712	6.468967572
TE0004114	36219	15562	26587	18095	45283	227910	20462	406	43	11	56.74664954	2.002066116	0.616407221	0.338653312	0.950297216	6.625265887
TE0004115	29913	13716	25166	16370	44954	230404	20141	488	49	18	67.3212256	1.786315166	0.68850545	0.400854601	0.943233348	6.420890322
TE0004116	40810	17805	30647	20060	46723	235221	23358	573	36	12	65.07158117	2.304103761	0.583828505	0.29810831	0.952390119	6.543848183
TE0004117	35218	16383	34344	23017	54866	266487	24268	704	38	22	45.01574535	1.580427072	0.657973551	0.335298466	0.970205816	6.742170038
TE0004118	29921	15285	24236	17687	36327	197259	16535	493	27	12	49.53603884	2.25070359	0.565119057	0.337555545	0.940753279	6.223263883
TE0004119	33420	14693	27920	17406	41300	230318	17880	564	52	18	43.30185567	1.884061628	0.620605031	0.370901162	0.951359266	6.152671287
TE0004120	40704	18568	30749	20863	49242	255753	21663	528	35	13	56.08089744	1.961687241	0.60284231	0.327091078	0.941914851	6.241227338
TE0004121	42444	15036	35797	23412	64774	295178	29733	640	52	17	64.05723436	1.828652767	0.668439149	0.338336075	0.958921346	6.802144356
TE0004122	45504	17885	41611	24486	81739	371486	30159	674	67	22	35.2862658	1.420775527	0.688369885	0.379750208	0.971837991	6.744963604
TE0004123	45936	19969	35557	23257	67070	303750	27237	641	47	20	63.02724754	1.937828356	0.630929122	0.318536284	0.958516435	6.701568727
TE0004124	43451	16294	33516	22464	66880	292650	27936	732	74	16	78.59747164	2.079483696	0.646919411	0.322595863	0.965570008	6.990727026
TE0004125	30882	14141	22897	17125	36312	210919	20482	382	28	11	59.12306158	1.904871496	0.676500435	0.394675791	0.963404792	6.708058654
TE0004126	25641	10031	25147	16741	43115	191038	19159	437	38	9	40.48271247	1.497893905	0.682126864	0.338671053	0.971816929	6.637935295
TE0004127	43564	18249	33689	23083	54092	303226	25895	562	50	18	57.31978818	2.011102705	0.637212326	0.373733842	0.96104801	6.748458622
TE0004128	50118	22861	39962	25509	64630	333362	28864	595	43	16	65.44479872	2.486176718	0.57286671	0.330703593	0.952036111	6.888887056
TE0004129	33099	14821	26685	17942	40397	228952	20002	474	40	12	52.46211942	2.011769897	0.622467273	0.379957229	0.9686269	6.987856003
TE0004130	29978	12600	26986	15090	37601	224225	18327	393	40	15	42.46795257	1.688826565	0.671565871	0.415754004	0.961731366	6.893414464
TE0004131	27743	9076	23131	13930	37654	197217	18149	368	33	17	50.29894941	1.536845246	0.711697176	0.406965577	0.930319101	6.262133505
TE0004132	39129	20773	26633	18209	34100	273696	22112	427	50	13	95.87753181	3.431577948	0.580600597	0.437993934	0.933836861	6.874511057
TE0004133	34613	20283	34817	23751	47694	294193	24735	475	50	11	70.67210956	2.227380679	0.621933076	0.400323699	0.943144455	6.655601001
TE0004134	45519	15364	29311	19432	64397	288772	26357	710	48	13	54.7609095	1.736827957	0.663882209	0.348633608	0.958504072	6.509130327
TE0004135	34464	14723	25334	16598	37945	202781	19632	455	35	9	48.90545932	1.945028093	0.628558899	0.329114895	0.955552108	6.536997047
TE0004136	42946	16300	27824	17855	53445	258276	22372	513	52	19	57.89042596	1.849173965	0.649887826	0.343660768	0.946251516	6.150730213
TE0004137	35487	17508	30709	18421	44434	263624	21610	462	53	19	49.31272664	2.03898266	0.633323987	0.394538005	0.924548571	6.155545933
TE0004138	25256	11267	31626	18592	39224	205540	20845	380	29	6	56.22782324	1.783674304	0.670645518	0.353482648	0.966500982	6.881077414
TE0004139	25184	11665	22962	15474	34018	191626	17903	364	52	7	63.53173438	1.913558492	0.67371453	0.401896635	0.956000888	6.860302854
TE0004140	61805	25358	42265	28968	72535	363670	34746	684	54	14	80.34989039	2.617892554	0.581347299	0.30599358	0.944563782	6.723181341
TE0004141	28004	11624	19191	14619	33605	194230	16919	461	27	16	53.80906344	1.812318663	0.676843429	0.415382385	0.937462638	6.454340433
TE0004142	44740	19875	33510	22811	58364	298589	26861	586	51	19	85.63661566	2.478739874	0.608133363	0.348423318	0.939586504	6.814198923
TE0004143	46113	19073	32782	21148	51770	285267	23944	532	59	23	59.05809859	2.251676727	0.575622106	0.34616931	0.955155916	6.572658038
TE0004144	51015	23832	51180	34281	78766	373075	38661	650	54	12	65.54485407	2.016851567	0.63010569	0.315939104	0.951297868	6.57533894
TE0004145	48704	22951	38132	26861	58334	313633	27245	550	51	17	63.06955402	2.519772261	0.562209023	0.325071271	0.942400826	6.49742776
TE0004146	34977	12656	21626	16680	45143	235073	24570	547	46	17	84.84843909	1.996015082	0.709044509	0.407879895	0.923843361	6.160023211
TE0004147	45072	18243	32448	22251	56793	266717	25704	581	45	11	65.72776546	2.123524784	0.601362548	0.302958893	0.954328516	6.733992865
TE0004148	39698	17100	33402	24063	64558	291789	28484	433	39	15	50.65061091	1.585781818	0.68302447	0.349742266	0.952114903	6.421121776
TE0004149	41431	13154	33195	16989	58400	273535	25216	567	45	13	51.96176154	1.980983773	0.631529729	0.351700269	0.947692763	6.566641355
TE0004150	45069	24984	32367	27705	59774	403312	27611	595	29	21	31.57295965	1.779798723	0.674597976	0.479217252	0.938295888	6.249471179
TE0004151	49915	17828	32321	22793	68496	317946	28926	555	39	24	53.40568089	1.76535854	0.668704387	0.354272163	0.950322969	6.622644249
TE0004152	35467	15991	25650	17398	40950	237906	18506	460	51	9	49.71874773	1.90442407	0.632316784	0.384091973	0.944712132	6.3738888
TE0004153	42167	19079	31395	21165	51878	263918	26465	434	35	19	81.32649156	2.530606212	0.591790634	0.331356963	0.948876608	6.799729483
TE0004154	39919	14095	27793	18390	50372	251828	22685	576	54	14	36.71829664	1.400443762	0.676527091	0.358627079	0.97241034	6.587803091
TE0004155	25376	10942	20595	13985	33234	176186	16048	357	17	10	57.81855962	1.865230224	0.66067241	0.38374081	0.95627768	6.576184187
TE0004156	27121	8640	18091	11098	38200	184257	16364	538	40	5	52.7457359	1.512157934	0.717899078	0.412218838	0.953986399	6.622933403
TE0004157	26135	12837	23416	16996	34931	218698	16934	517	33	14	45.69683682	1.567621192	0.685332949	0.43172438	0.971649095	6.91528144
TE0004158	33650	15750	23862	15346	33407	229898	18150	415	31	14	67.05830904	2.607260416	0.598017398	0.418778097	0.928589978	6.483749492
TE0004159	56152	25453	39121	26044	74381	370217	31645	639	50	19	63.16552905	2.442501181	0.589501092	0.341440229	0.952654762	6.620065692
TE0004160	33368	16036	25869	19126	41445	242495	20119	516	23	16	66.57139348	2.280661743	0.617195758	0.400685662	0.948320951	6.681988446
TE0004161	56809	23611	43238	28660	71577	349190	30086	719	45	12	52.35890079	2.053985406	0.578053674	0.303939585	0.953518127	6.499214631
TE0004162	59480	22703	43210	24477	67003	341982	27177	558	35	13	58.09756638	2.844105958	0.508812733	0.30979857	0.959079564	6.878332599
TE0004163	24966	8736	16431	11220	26050	171710	13272	302	31	13	36.56659805	1.606172809	0.680215805	0.450270266	0.953743779	6.568292226
TE0004164	39759	17173	35517	23212	54890	272141	26734	440	41	20	57.84415332	2.06909765	0.622189904	0.333809581	0.960516743	6.826626541
TE0004165	18584	6699	16406	9024	22116	122724	11858	253	22	8	46.18877803	1.75083144	0.676442612	0.398831769	0.9568778	6.717956088
TE0004166	52037	21911	43904	29382	73954	389559	32915	735	65	32	62.2832448	1.936505425	0.647726451	0.371549556	0.943497335	6.220111507
TE0004167	32978	11223	19878	14730	49974	229963	22455	561	49	16	52.95781779	1.811063853	0.70310477	0.402014018	0.92621234	6.271484422
TE0004168	34777	14409	25600	18170	48859	242938	23832	479	34	17	85.01767244	2.117784046	0.665441655	0.372052909	0.942703005	6.537046425
TE0004169	34003	14553	26061	15810	42968	234555	18685	410	28	14	57.33774895	2.226130929	0.609466684	0.386388595	0.942861823	6.589732859
TE0004170	34851	14165	27767	16731	35599	234469	20129	485	55	12	49.93920118	1.702477811	0.674840068	0.401255698	0.967031743	6.740084697
TE0004171	52308	25162	43290	28531	62962	339124	33824	790	60	17	89.97808532	2.686484692	0.583774517	0.324954348	0.945022077	6.707296023
TE0004172	30523	11436	23074	16176	52786	224825	20556	478	42	15	52.22430782	1.538055899	0.700122052	0.373045288	0.96266372	6.824149961
TE0004173	55498	20620	35800	23705	65118	316916	34895	634	50	17	67.81616637	2.413086167	0.609362725	0.317731779	0.947368854	6.480256249
TE0004174	42005	14345	27552	18783	53091	252446	22981	552	46	23	46.07393154	1.648896435	0.655817031	0.3484736	0.955500139	6.320695551
TE0004175	43725	21864	33564	23150	53342	309975	25095	553	25	16	72.05030466	2.662410227	0.593160459	0.378634145	0.950691927	7.042663284
TE0004176	41470	16506	33539	22469	63520	274934	25823	526	24	13	52.90721914	1.753051439	0.642471705	0.309470477	0.956857813	6.474284678
TE0004177	36372	16348	32313	21828	52363	264878	24024	621	36	16	63.09030672	1.820711756	0.665061996	0.358269833	0.961469778	6.551416843
TE0004178	47424	22553	37702	24827	55180	321829	25018	568	54	21	64.41751682	2.530049381	0.57796803	0.360835811	0.927674545	6.521488929
TE0004179	31374	10475	19791	13963	38497	188470	18458	382	39	11	57.65517429	1.883422803	0.662993764	0.378801525	0.898238148	6.129589731
TE0004180	63777	28103	44785	31871	79505	393762	35712	730	57	11	69.42826182	2.67297538	0.557925422	0.311140264	0.95516818	6.881418785
TE0004181	32848	14605	20311	15693	41038	197427	17164	422	31	11	42.38490305	2.361858087	0.566502632	0.33509223	0.949500215	6.397048532
TE0004182	35309	14481	25921	18286	53715	241286	21291	609	47	17	64.48248415	2.02591338	0.629964893	0.344788739	0.960179483	6.96074076
TE0004183	24186	11054	17717	13522	31397	168948	14352	366	28	14	36.90991903	1.891890182	0.625034132	0.381018692	0.944894719	6.34275425
TE0004184	40925	18878	32793	20895	49156	279382	25296	643	33	16	73.69467372	2.225401061	0.623701876	0.363980749	0.943117919	6.697480291
TE0004185	29349	13666	22261	15234	39429	203206	17169	385	35	11	48.9719018	2.212648413	0.597550104	0.364833713	0.938115556	6.44872985
TE0004186	37493	12467	26005	18301	60720	263794	27514	562	43	11	75.06840375	1.900259598	0.699211242	0.373560697	0.933087036	6.383105581
TE0004187	58535	24951	39895	26717	68373	321507	30538	726	42	23	62.4076885	2.533489523	0.540419844	0.274839585	0.962707057	6.819113689
TE0004188	32949	12018	29944	17978	49280	234393	22211	434	42	14	50.67616102	1.447211763	0.706378861	0.36443699	0.951921535	6.430691045
TE0004189	48174	19135	42730	27349	76683	322857	29887	820	58	24	53.21457738	1.76927586	0.630737903	0.287325021	0.971467939	6.821413156
TE0004190	47157	18324	33235	22399	59734	287637	25120	570	48	14	32.20163066	1.464158915	0.659913355	0.334043351	0.949099037	5.92401546
TE0004191	52708	21215	36004	25854	72740	317592	29391	601	42	26	48.94449353	1.994250217	0.588714435	0.290347954	0.965836143	6.649743046
TE0004192	57647	27373	56438	35204	87160	440464	37842	811	56	23	52.87765957	1.873728244	0.6292338	0.346947971	0.968117188	6.854300929
TE0004193	35634	16778	29852	21890	61355	311072	25417	401	46	24	37.70124051	1.484738596	0.700917167	0.420655123	0.951972694	6.462494275
TE0004194	47017	22302	40170	28882	64853	321074	28265	510	51	20	52.92273075	1.943423037	0.6015936	0.319581478	0.956497898	6.555039073
TE0004195	43900	16868	33401	22099	65431	289559	25969	649	28	19	57.09130571	1.837402322	0.650126159	0.321575198	0.952015346	6.716374852
TE0004196	37071	17688	29223	20092	50234	249943	21745	423	38	11	53.48783537	2.074178607	0.606800532	0.345153514	0.950830544	6.642839994
TE0004197	22310	7386	13527	8600	26420	231993	12608	307	29	7	26.9125048	1.094476105	0.802496636	0.631606019	0.924034528	6.1028109
TE0004198	43686	19440	37501	25886	71277	331844	26986	732	53	25	46.29740142	1.597818314	0.657878938	0.348291266	0.974024739	6.595557722
TE0004199	39490	14706	28256	19088	60981	266861	23379	564	51	16	41.41877145	1.582849627	0.659771368	0.346502111	0.971530424	6.856309243
TE0004200	33297	13004	21753	15644	40145	214966	17944	325	30	15	46.08909676	2.038290897	0.638441154	0.390035485	0.9136631	6.305781605
TE0004201	43864	17867	37237	24147	72540	317007	29171	766	47	13	40.11005766	1.470494288	0.6735785	0.338794147	0.96483764	6.537386338
TE0004202	41347	17023	28325	19432	48856	258752	24060	464	42	20	64.82288632	2.216752316	0.617855115	0.361159227	0.946628982	6.672750037
TE0004203	27969	12857	21364	13579	28959	178105	14651	395	24	10	51.16514488	2.087545831	0.609350495	0.378821456	0.959284884	6.802405084
TE0004204	51026	22234	49048	31908	85574	372153	34709	660	53	17	58.18500709	1.789752047	0.644992823	0.305969913	0.962376019	6.705844005
TE0004205	49099	21909	36910	23953	54146	305650	25461	527	35	22	62.9833385	2.399178896	0.569540582	0.342725331	0.929776751	6.403417713
TE0004206	25809	12765	20963	13918	27666	192007	17802	495	22	31	71.2007371	2.148626312	0.658106218	0.43020143	0.965332005	7.244000711
TE0004207	40455	17806	33052	21579	53763	261435	24497	590	45	11	61.14272909	2.083681702	0.600009239	0.31932726	0.957860628	6.700570382
TE0004208	50556	22681	40786	27387	64147	327854	30977	769	21	19	57.71829902	2.136161662	0.601706812	0.315823072	0.943616617	6.378954278
TE0004209	35530	16632	28874	20728	51346	249069	22101	537	33	15	42.04936646	1.563285473	0.651673408	0.342448112	0.959009329	6.568058941
TE0004210	27795	10747	25482	16308	50460	193367	19457	339	19	10	48.66221588	1.767457437	0.654145921	0.294605509	0.954181275	6.611231054
TE0004211	29447	12955	31304	20535	59993	256462	23745	639	45	17	56.46552253	1.549807238	0.700788225	0.362172576	0.947833035	6.387245223
TE0004212	34339	14448	39209	24260	64856	309057	26425	458	41	7	34.34901817	1.392700424	0.692628087	0.383278985	0.966599376	6.399892216
TE0004213	38543	17087	30960	20289	62918	279706	24286	677	42	11	47.46705882	1.591478328	0.664092021	0.343642053	0.958099453	6.501439722
TE0004214	20408	8366	13976	8469	21938	130373	10842	336	26	11	76.78899738	2.439580853	0.650522512	0.416472108	0.931800773	6.758810318
TE0004215	31796	13918	24244	16590	43412	204494	18048	492	27	13	47.92523794	2.298923026	0.575356601	0.320562716	0.968376178	6.780349464
TE0004216	32740	13063	23192	15105	41253	200828	17511	316	36	9	57.76634236	2.170522162	0.613707276	0.345273151	0.940330219	6.450434762
TE0004217	57069	23343	37789	24748	72107	328534	28535	869	60	22	80.62642196	2.619159057	0.553890976	0.282267607	0.959891154	6.828576615
TE0004218	31408	16275	26667	18728	43849	233528	20005	438	27	18	50.16859286	2.119267492	0.617223647	0.368660463	0.945735344	6.515255549
TE0004219	29531	13790	27344	17891	49919	238668	20865	667	37	16	41.36873138	1.45242563	0.693004397	0.383983641	0.968911284	6.991697695
TE0004220	23907	8539	16789	12077	39884	175454	14924	420	31	7	59.95518747	1.663608563	0.696359415	0.398468821	0.94533587	6.511270422
TE0004221	36159	12663	24204	15168	46056	216354	20241	529	34	10	52.04578299	1.735390508	0.658593834	0.338023981	0.948159836	6.354915726
TE0004222	29376	11277	23810	16240	48355	220533	19373	447	42	13	60.29052224	1.813820116	0.678156391	0.374931282	0.959325426	6.901371665
TE0004223	42323	20059	35423	21634	52804	297317	23192	598	46	12	64.12714773	2.232245262	0.594826736	0.360047407	0.942300909	6.492899716
TE0004224	58655	23266	50180	33301	94012	421529	38339	776	63	21	52.81090524	1.687316953	0.66095812	0.333328131	0.958611765	6.330643078
TE0004225	59055	27157	43776	28485	66321	353024	30765	497	44	15	72.27419478	2.901405963	0.534727324	0.310755321	0.947969521	6.793219498
TE0004226	41916	18476	32054	20657	50179	264271	21715	685	56	13	64.65227124	2.448655682	0.571207972	0.336626407	0.937816355	6.52111985
TE0004227	46744	14608	37207	22639	68943	343635	28782	746	64	21	61.94381291	1.721548817	0.685022151	0.391110027	0.958284871	6.715333514
TE0004228	21886	11402	18985	11989	25109	156899	13475	253	30	10	48.28281991	2.240735048	0.60079711	0.40065233	0.967914512	7.058708697
TE0004229	40800	18631	32694	19957	45303	272907	22743	502	51	14	70.11839506	2.538790806	0.582639222	0.378895472	0.944489696	6.689782182
TE0004230	34484	16184	24966	17050	37794	216874	17427	396	27	14	52.68916777	2.457345342	0.560015335	0.356213098	0.945200985	6.323698117
TE0004231	41179	18267	30638	20542	50862	262987	22243	482	47	9	52.34305607	2.189651053	0.592995773	0.33346865	0.960237711	6.770222353
TE0004232	32984	13207	24850	16940	49326	224799	20502	564	35	16	54.73508523	1.814242424	0.669554943	0.350535356	0.946003023	6.530686609
TE0004233	41728	19366	36004	21384	52316	311946	24386	398	51	17	42.57702323	1.697828225	0.660291693	0.409096457	0.951302544	6.265672286
TE0004234	36898	17553	42403	26733	66195	294160	29984	753	61	14	72.8292634	2.053519592	0.639921231	0.317348013	0.96314096	7.007203618
TE0004235	37577	16548	34206	21256	56606	310660	25302	468	29	15	55.10030892	1.694696854	0.691169103	0.420486689	0.962684115	6.628648835
TE0004236	30991	14460	37255	18680	44728	264251	21477	475	35	16	32.71381624	1.567211416	0.653608546	0.40850029	0.967609484	6.585253223
TE0004237	38085	15754	30337	19902	54854	254241	21751	720	43	22	46.50488789	1.863028097	0.613568298	0.320210749	0.980257496	7.049668296
TE0004238	44866	19217	34412	19855	50960	287828	21640	540	47	13	53.79146771	2.793249716	0.53707922	0.352769883	0.961568779	6.802684971
TE0004239	27071	10911	19295	12101	35700	181078	13350	584	21	15	53.09953581	1.791268582	0.6456316	0.383048911	0.952326669	6.446504977
