SID	zhi_lbp1	zhi_lbp2	zhi_lbp3	zhi_lbp4	zhi_lbp5	zhi_hog1	zhi_hog2	zhi_hog3	zhi_hog4	zhi_hog5	zhi_contrast	zhi_dissimilarity	zhi_homogeneity	zhi_energy	zhi_correlation	zhi_entropy
TE0004105	30761	8317	13980	9221	25930	231153	19556	458	66	29	78.24858158	2.402859163	0.7544733	0.580785797	0.84784889	6.154428104
TE0004106	13844	6183	9466	5111	8947	255207	11373	598	84	38	44.20987192	1.231097746	0.872416676	0.80369452	0.870614308	6.671043831
TE0004107	19127	8839	11520	8391	12265	401883	17126	892	165	81	42.7088056	1.298987213	0.876305239	0.826389925	0.838935643	6.738384853
TE0004108	27938	7980	15303	9465	27437	315762	24913	1007	119	100	71.7338058	1.901347705	0.822992233	0.688481208	0.873671254	6.560286793
TE0004109	26233	8864	11322	8056	17878	324734	19255	853	156	62	49.54818417	1.930796339	0.804983578	0.744549487	0.654258967	5.865374835
TE0004110	29984	10447	16432	9814	18222	379871	27057	1129	167	97	73.34780417	2.232122473	0.805353355	0.742615037	0.810328349	6.65238521
TE0004111	19424	8776	11727	8782	17666	192519	14837	327	53	29	56.92818849	2.291615549	0.739290796	0.620785746	0.833433379	6.432619274
TE0004112	14277	4900	7052	4993	11871	153504	10554	297	45	30	52.29790634	1.771873278	0.813559306	0.697409832	0.850069155	6.418251107
TE0004113	27649	8817	14175	10572	26185	257407	19914	539	72	60	61.31748146	1.958887353	0.782569037	0.626999048	0.887471087	6.528032525
TE0004114	21963	7407	10766	6716	15729	228475	19463	747	98	49	64.1354981	2.102403023	0.795914895	0.698048858	0.823635078	6.427174377
TE0004115	13863	5061	6055	3278	6609	237904	12251	740	134	71	52.6449873	1.394506035	0.886319144	0.833148079	0.85756152	6.81422472
TE0004116	24708	8527	13793	8086	17405	240401	17985	674	96	44	62.82786731	2.071295129	0.783220132	0.667605086	0.883071697	6.700901583
TE0004117	29841	11685	22311	14236	31363	269659	21296	461	76	27	58.04748764	1.882916298	0.755030161	0.549770165	0.909797373	6.472060743
TE0004118	20948	7770	11543	7725	15250	199054	14687	486	57	42	67.52803618	2.384471609	0.74875983	0.650014879	0.819652888	6.325835377
TE0004119	15877	6120	9316	5060	9143	237795	10314	565	115	43	36.26999014	1.222656816	0.855434439	0.783203712	0.893547397	6.69009278
TE0004120	14714	4052	4976	3318	7726	263943	12991	825	170	63	38.37196004	1.302944936	0.884526851	0.845393671	0.718352689	6.241839621
TE0004121	26567	8656	16740	8422	23588	304020	20776	694	77	53	51.48030821	1.598393574	0.823871197	0.689985086	0.876467745	6.462867692
TE0004122	28494	9780	20232	11108	38047	376636	24577	990	117	88	54.06574765	1.582432822	0.826344907	0.67834186	0.894107677	6.475909782
TE0004123	20991	7898	10515	6580	12958	314397	16579	574	87	58	55.78458799	1.613589361	0.850291375	0.784118374	0.846805543	6.64048024
TE0004124	21598	7355	13147	6560	15909	304564	15901	790	99	54	51.85685698	1.421358105	0.850397122	0.756498993	0.883949821	6.727286476
TE0004125	16022	5397	6881	5745	8754	218905	12129	687	53	48	52.48394935	1.585498113	0.854213388	0.781491907	0.889021409	6.94605566
TE0004126	14036	4264	6717	4448	8579	197765	12244	561	61	50	54.81118643	1.685753148	0.850605058	0.784011786	0.866858244	6.881587881
TE0004127	21592	7419	10920	7067	15933	310635	18015	921	125	55	58.25915199	1.809315898	0.838517065	0.764288098	0.830230198	6.618630796
TE0004128	34267	13177	20735	14640	35204	334780	27507	509	45	39	72.73962762	2.638475568	0.725490534	0.601393459	0.84506699	6.451821008
TE0004129	17642	6441	9363	5935	11646	233687	15033	651	67	42	60.27025244	1.917109083	0.82355958	0.754194448	0.829742582	6.776606648
TE0004130	14494	4792	7318	4120	12053	230308	12070	517	64	41	48.28987208	1.497209742	0.864871518	0.788841347	0.853130861	6.74989455
TE0004131	17724	4775	8339	5559	14686	201357	13921	441	45	20	49.38864382	1.633966245	0.834961304	0.720404677	0.805723095	6.132055517
TE0004132	18394	7496	10678	7327	11642	280356	15124	680	95	43	60.32667416	1.930486107	0.825899393	0.772770951	0.84613506	6.900847885
TE0004133	19414	7847	11589	6476	11426	297705	20814	795	103	47	75.62208033	2.174547392	0.827720452	0.777336839	0.808172848	6.752347816
TE0004134	22632	5511	6944	3843	8912	298185	16716	797	135	67	54.69701314	1.524783453	0.873465498	0.813665097	0.850721012	6.776356712
TE0004135	20236	6571	10488	5516	13176	207602	14671	520	76	43	53.66537486	1.829751029	0.812895742	0.701182294	0.84029577	6.499395538
TE0004136	16808	5684	6994	3678	10192	270437	10279	407	73	36	29.56376062	0.881858745	0.898443052	0.817055932	0.915379981	6.543491873
TE0004137	21655	7629	11113	6334	15992	266745	18277	582	100	64	58.80673502	1.923526406	0.815832518	0.731759838	0.744009979	6.099087679
TE0004138	15613	6131	10569	4242	10059	212485	13520	637	91	67	63.08890139	1.787673895	0.841650043	0.752851646	0.899983768	7.01764166
TE0004139	10671	4107	5276	2322	5602	199671	9406	708	100	67	45.2075053	1.164909991	0.901220055	0.84177855	0.861843544	6.845833931
TE0004140	34617	14218	22925	15912	29516	373889	24211	866	146	56	62.03805688	1.905131084	0.772332293	0.64577121	0.883915043	6.4707996
TE0004141	16124	5078	7077	4250	9285	199315	11633	600	51	54	47.58795896	1.49686726	0.848519022	0.765708691	0.848228105	6.448127767
TE0004142	15189	4592	6568	4383	8163	312161	12850	911	128	56	43.31290009	1.20749595	0.896818076	0.854370759	0.764952756	6.499497311
TE0004143	25642	7732	10332	6111	13329	293801	15293	592	106	33	62.69704591	1.967021828	0.816255927	0.750553483	0.864171037	6.662128969
TE0004144	31340	13184	22678	15599	25399	384264	27066	948	113	61	63.94726631	2.033748649	0.784841284	0.683532753	0.869589997	6.567468973
TE0004145	26358	7783	11994	9823	18492	319460	20764	991	202	79	71.20177069	2.201054704	0.802878082	0.732768632	0.789870776	6.505620184
TE0004146	16304	5433	6806	5666	7429	246508	12965	618	112	50	54.52651847	1.401645789	0.875616642	0.808470579	0.865404449	6.672300291
TE0004147	15802	5334	9488	6748	12176	277932	14178	769	114	65	47.67297682	1.421452924	0.862576396	0.796433166	0.864393389	6.789007025
TE0004148	18652	6335	9437	6278	12034	302375	17399	774	129	83	46.31565091	1.400094545	0.869062973	0.801433648	0.804611491	6.53420522
TE0004149	21495	6249	11637	5977	16073	283300	15358	583	93	42	49.96450304	1.656154919	0.829627418	0.750242062	0.83621614	6.431071702
TE0004150	24747	9774	12106	9665	18810	410779	19784	807	127	71	38.73860903	1.493815963	0.847043615	0.788088743	0.760170963	6.220064946
TE0004151	23751	6912	10634	5872	14379	330705	15695	901	109	80	38.22209206	1.150310032	0.876256266	0.787850742	0.870990184	6.542191973
TE0004152	15417	4522	5528	3548	7884	242680	13399	713	77	63	48.1280652	1.443116496	0.877424365	0.823793427	0.789136082	6.460837922
TE0004153	15595	6323	7865	3501	10045	275545	14404	728	137	57	47.96265655	1.387372416	0.877775217	0.820304035	0.835975947	6.660270162
TE0004154	21835	5775	7759	4720	9864	257263	16993	720	109	72	55.95719406	1.71161461	0.851587014	0.778135315	0.855349779	6.774389874
TE0004155	13370	3805	5308	3971	8191	182859	9365	307	64	23	44.31217237	1.393506494	0.869089118	0.789153184	0.8505066	6.549691685
TE0004156	15314	4288	7440	3974	8228	190836	9920	359	54	35	36.18061103	1.165773454	0.864192414	0.772849494	0.880668548	6.640605957
TE0004157	16362	7850	10986	5252	13739	222287	13442	350	78	39	45.5338912	1.491222762	0.829771586	0.725275278	0.923587696	6.820361294
TE0004158	23175	7520	11172	7485	15926	230875	16737	754	91	51	80.69468635	2.648725665	0.758985289	0.680354186	0.807875045	6.486773686
TE0004159	18149	7529	9636	4268	10695	383536	17702	1078	164	90	43.76930208	1.345807747	0.883560815	0.845086333	0.798221337	6.536921423
TE0004160	22375	8220	10836	7717	14860	246249	16279	518	84	39	79.36594972	2.497614077	0.779756654	0.707934692	0.841416077	6.744468405
TE0004161	27655	8424	12934	7658	16466	353542	25271	991	172	76	63.9288123	2.05122807	0.82295663	0.761646451	0.790827946	6.590004977
TE0004162	29312	10977	17980	10990	23598	349469	19171	910	159	56	53.67375271	2.094076666	0.771760245	0.697911036	0.86193794	6.68374512
TE0004163	15361	4505	6402	4092	10001	175959	9023	292	30	24	38.31634702	1.607716638	0.824743196	0.740063341	0.893552285	6.685152182
TE0004164	24436	9426	18265	12249	21315	278331	20217	702	74	52	60.11594259	1.948273919	0.778415423	0.659907195	0.878582608	6.67077536
TE0004165	8802	2096	3998	2176	4906	128982	5661	191	16	15	28.65968586	1.003704435	0.892571077	0.814835087	0.894773761	6.685767856
TE0004166	20475	7291	10583	4907	10314	402338	19378	1262	194	134	48.29589738	1.347366637	0.883764475	0.841388393	0.831217092	6.542823024
TE0004167	14263	4264	5929	5043	12138	238641	13570	683	97	53	53.289448	1.555402121	0.864844656	0.801498525	0.791869458	6.31022264
TE0004168	17526	5483	8199	6365	12642	251826	14702	621	103	48	60.54509504	1.602102063	0.856630468	0.772587147	0.861851312	6.618749172
TE0004169	17647	5641	8189	4553	10541	236884	15905	778	80	45	74.82124077	2.15667198	0.830307333	0.775578688	0.78079732	6.706528861
TE0004170	12255	3159	4558	2379	6974	244880	9459	646	110	55	26.75860762	0.801553254	0.919706385	0.860464303	0.859294575	6.446657763
TE0004171	30634	12013	18321	12694	21479	350084	22478	981	214	58	69.8725465	2.02839261	0.794783147	0.694040928	0.888552979	6.786275161
TE0004172	19693	6002	7814	4518	14976	229641	15171	886	151	67	60.58817579	1.853499307	0.833953841	0.742555668	0.87527597	6.596793858
TE0004173	28612	8654	13749	10019	18376	332570	18902	795	196	49	53.4705015	1.551614827	0.834060497	0.728428757	0.888016709	6.69112216
TE0004174	28557	7672	11589	8463	21189	255021	20237	658	78	54	69.96015846	2.193028569	0.785931597	0.664712637	0.835180212	6.201597173
TE0004175	22368	8147	12658	8099	18019	316260	18507	732	99	66	55.86148308	1.897297582	0.82354975	0.748008458	0.80382491	6.580997395
TE0004176	20521	5983	8856	5666	12727	281786	18439	894	152	49	58.55514385	1.74978204	0.851648887	0.781733471	0.786273334	6.443977414
TE0004177	14150	5874	7927	3517	7725	278767	10303	403	70	32	32.56566192	1.068725956	0.889462105	0.837925627	0.877965632	6.815256153
TE0004178	24193	7880	11475	7809	18058	325451	21142	741	102	54	61.37597677	1.900002713	0.830635514	0.754904734	0.753691914	6.332504923
TE0004179	14291	2939	3623	2893	6971	192571	13967	639	136	47	50.34313965	1.568576261	0.872718982	0.823845355	0.65487958	6.069790701
TE0004180	41646	16254	24073	17112	34313	403018	26567	569	76	42	62.28530384	2.323260899	0.732947086	0.624068565	0.85295527	6.411226758
TE0004181	21075	7440	9516	7155	15828	200062	14504	396	56	37	68.94336245	2.531685489	0.75098905	0.664693335	0.815504962	6.424656471
TE0004182	22427	7338	10271	6767	14470	245647	16774	625	128	76	71.19704782	2.117105484	0.802773114	0.718718982	0.841630798	6.632896852
TE0004183	19001	7208	9902	8026	15568	170764	12450	394	59	41	54.61558704	2.203922065	0.740686566	0.613814441	0.840149279	6.320290587
TE0004184	21730	8510	13220	7608	14225	287530	16778	858	142	62	57.97734043	1.76168275	0.819809384	0.739979787	0.860075534	6.682000579
TE0004185	15578	6365	8348	5268	12640	205389	14702	545	100	70	58.88536781	1.96920818	0.812364549	0.735743156	0.760245238	6.302744608
TE0004186	18500	5609	8196	6232	12207	275174	15720	793	178	59	56.1345973	1.581950283	0.856973885	0.789360102	0.842599975	6.498255997
TE0004187	37933	14839	23191	14719	29906	327849	23867	894	163	63	69.94995545	2.440725953	0.719162827	0.594605922	0.894949131	6.715074653
TE0004188	21538	6565	11536	7030	14484	239739	16552	612	123	68	56.95586337	1.729065806	0.824941388	0.71840886	0.861298384	6.600905102
TE0004189	29291	10334	20840	12861	26392	332643	20499	408	58	38	56.73648275	1.708725512	0.800322221	0.662142604	0.910436116	6.71720191
TE0004190	28287	8028	10721	7753	21064	290743	21860	619	120	47	59.60723418	2.060000741	0.803712902	0.708867964	0.783328828	6.061522123
TE0004191	41603	15377	23282	16981	35807	324393	22699	429	96	35	62.45194922	2.30249565	0.695201801	0.541602869	0.905005895	6.356735563
TE0004192	32132	12751	20326	12144	24612	451860	26479	665	145	47	60.25958632	1.907984156	0.819654191	0.740573993	0.840085406	6.628953906
TE0004193	21814	7981	11246	8853	21808	317423	18699	690	82	66	45.89074095	1.529927753	0.841617357	0.741804074	0.818167746	6.142859803
TE0004194	32964	12775	19543	15349	27307	323791	25411	590	86	42	78.33113003	2.521362635	0.738559654	0.628763938	0.859256673	6.554923741
TE0004195	32714	10434	19911	13239	34933	292185	23317	594	82	46	57.03998267	1.909695349	0.764266916	0.578418172	0.872450178	6.245647937
TE0004196	20839	7348	9534	6024	13487	253671	17617	687	121	64	64.32978629	2.088756669	0.814254205	0.746416111	0.802378809	6.57926384
TE0004197	10330	2817	3780	2553	6033	236306	8060	434	108	36	27.43115952	0.868148938	0.919237999	0.877215979	0.708456511	6.139149439
TE0004198	26347	9451	15437	10526	24961	340709	18391	448	60	32	51.25559675	1.574004317	0.827506352	0.708350835	0.875364411	6.27161737
TE0004199	19071	6587	9949	6445	14714	276521	13636	541	119	54	43.63070141	1.383373357	0.851621174	0.767186548	0.874465466	6.702655195
TE0004200	13599	4227	6226	3735	9350	220907	11688	560	81	44	38.13070535	1.254952001	0.875130659	0.811444306	0.621899104	5.909959892
TE0004201	35515	13732	25034	15919	37269	321855	24454	600	48	47	59.97603676	1.863684966	0.752875898	0.563518643	0.90953112	6.405106928
TE0004202	25206	8595	12172	8797	16601	265155	17378	646	121	38	63.66630389	1.914421787	0.801708055	0.700289337	0.871889424	6.631595911
TE0004203	20394	7743	11284	6957	16331	178670	14137	320	32	26	77.68231815	2.731271437	0.730972013	0.617844087	0.893584858	6.817902214
TE0004204	36464	12052	18398	11314	28581	377826	28846	707	146	67	82.74950091	2.414466337	0.788437099	0.678213172	0.821096382	6.477307562
TE0004205	23234	7152	9588	6055	14297	311443	19191	898	105	58	61.18867778	1.925621813	0.834278235	0.777262627	0.720909617	6.256915503
TE0004206	12774	4808	6798	3919	8192	201955	8088	264	25	25	29.01330132	1.02119723	0.872972198	0.792798551	0.930795113	6.904998161
TE0004207	18882	6478	9298	5630	10611	271370	14290	736	119	63	46.88035692	1.373817382	0.862853143	0.786345706	0.859285109	6.647061984
TE0004208	30273	9998	14492	9894	19513	335217	23189	1038	127	69	67.66095872	2.107518039	0.797282311	0.710416931	0.83409015	6.380748442
TE0004209	20124	7870	10066	6864	13686	254841	16255	435	183	41	53.29851427	1.7924629	0.82520648	0.738069109	0.817444959	6.469562127
TE0004210	22211	7757	16803	9507	27702	195701	17120	318	32	21	72.25143678	2.21291375	0.750077915	0.538874948	0.875719663	6.477272722
TE0004211	21924	7497	14210	8602	25502	260452	19781	539	94	42	61.95696224	1.830717572	0.811947857	0.670126487	0.841871505	6.00357153
TE0004212	18066	5869	11952	5796	14159	317524	17478	787	118	81	43.5964881	1.447326805	0.863343165	0.79717942	0.794520473	6.309752174
TE0004213	19288	7313	9456	6245	14517	287640	16090	762	150	80	37.55179567	1.2700387	0.859174377	0.773717737	0.857102367	6.223991748
TE0004214	12033	3741	6102	3476	8406	134448	6910	168	40	22	33.3781059	1.32517266	0.832291073	0.727285718	0.889806525	6.470231228
TE0004215	12306	4224	5996	3905	9262	213679	8749	500	104	42	36.22637335	1.202110119	0.87018667	0.809020054	0.845218877	6.511806608
TE0004216	17922	5215	7328	4696	12543	206088	12088	414	70	40	54.05180909	1.843633213	0.827780101	0.742482269	0.792850995	6.398827459
TE0004217	32945	11292	16762	10559	24444	333328	23660	852	124	56	74.23714636	2.330614724	0.770955798	0.672248299	0.874661554	6.701302571
TE0004218	27032	10913	16088	12042	27759	234368	19025	495	87	41	67.45995539	2.469982673	0.712364999	0.557865455	0.803618642	6.054514566
TE0004219	16979	6199	10060	6828	14067	243728	15802	615	60	48	54.39495753	1.620009783	0.845356634	0.750913188	0.881323431	6.805098297
TE0004220	21521	6561	11650	7678	25372	176559	13854	340	62	21	62.38833161	1.923345114	0.769171987	0.562391025	0.875561408	6.15661576
TE0004221	17253	4428	6844	3383	8492	221552	14708	733	111	64	54.062347	1.577301982	0.861737504	0.792858142	0.857381418	6.698485564
TE0004222	20567	6173	11735	8782	25572	222861	16985	466	62	34	51.64832689	1.752437137	0.801511771	0.640684527	0.853650107	6.141641013
TE0004223	30270	12460	20404	11499	26643	299892	20631	518	83	41	66.68763582	2.229409391	0.739701127	0.617021504	0.866596753	6.336615859
TE0004224	38189	12120	18513	10951	27426	430660	28804	951	215	98	62.28775781	1.918976272	0.811008233	0.714504424	0.870102355	6.246240333
TE0004225	46261	17319	24755	15723	36745	355212	28418	567	95	53	100.6868786	3.487025978	0.665103357	0.557491054	0.856530683	6.739013955
TE0004226	34450	13810	22763	14734	31162	266706	19614	364	29	27	66.46908512	2.534826212	0.668693631	0.520548491	0.876269228	6.319959901
TE0004227	32608	8723	18539	9980	25254	349720	22727	671	75	55	72.31205615	1.943289225	0.80676164	0.688967205	0.88908445	6.73455838
TE0004228	14823	6061	8201	5124	11675	159262	11002	338	47	18	80.37085199	2.535035082	0.769491776	0.682308437	0.88399885	6.936826936
TE0004229	22126	6690	8330	4487	10532	277832	17184	1032	115	54	72.86609803	2.101618113	0.833596978	0.784495369	0.825437266	6.7929057
TE0004230	17531	4574	5544	3665	9002	218408	15541	644	94	51	69.28099808	2.140912446	0.834413245	0.788479548	0.750546776	6.388160064
TE0004231	27762	12193	18015	11657	26713	267883	17423	389	43	30	58.06125324	2.090198987	0.741354963	0.59762172	0.885617939	6.475781073
TE0004232	28196	8300	14993	10546	30582	226180	19123	472	96	45	62.63333333	2.01	0.766936627	0.555244235	0.86766387	6.132532261
TE0004233	29174	11473	19635	11742	31114	316768	19524	408	66	32	40.11705841	1.56567958	0.784549415	0.638803581	0.839881411	5.760813224
TE0004234	23887	9613	16743	8900	15917	305135	18930	745	116	46	69.10751224	1.890774733	0.81399261	0.722892512	0.888490416	6.922653278
TE0004235	18612	6166	9480	6114	13827	318423	17105	728	151	67	43.20159888	1.349609674	0.871662642	0.804084339	0.841678483	6.32312522
TE0004236	23424	8177	16851	8339	19248	267833	17870	448	64	39	62.86569858	2.161482237	0.779980279	0.681709698	0.863491981	6.591731424
TE0004237	17742	6268	8684	4536	10363	263389	12757	509	99	23	47.11978739	1.552946404	0.854276844	0.79004825	0.876169101	6.845513909
TE0004238	24876	8431	11676	6422	16933	292296	17043	597	88	44	76.49889958	2.50190004	0.790764779	0.72812934	0.856432385	6.945901532
TE0004239	18636	7105	10717	6604	15028	183128	11393	434	60	33	59.31152242	1.809260239	0.780731461	0.652942897	0.900230376	6.569401215
TE0004240	55357	19766	33144	21412	45004	423272	31245	651	94	39	76.40753387	2.914438198	0.66980957	0.536424326	0.88755368	6.526816997
TE0004241	39519	14341	19578	13182	31044	339242	22822	662	121	33	89.24900571	3.020404459	0.698143295	0.606055382	0.802101961	6.202241669
